BrukerID,FilmID,Rangering,Tidstempel
9,408,5,975217908
9,25,5,975217968
9,365,5,975217968
9,390,3,975218244
9,450,3,975218377
9,327,5,975218631
9,203,4,975387125
9,166,4,975387193
9,304,2,975387193
9,295,2,975387690
9,488,2,975387690
9,88,1,975387690
9,319,4,975387794
9,188,2,975387834
9,399,2,975387834
9,496,2,975387874
9,442,1,975387912
9,19,2,975387948
9,241,2,975387978
9,487,5,976775202
9,5,4,976775202
9,229,2,976775403
9,97,4,977379367
9,402,3,977379397
9,475,5,977379442
9,129,4,981179162
9,3,5,988856583
9,473,4,988856640
11,295,5,966189377
11,457,3,966189415
11,172,4,966189415
11,88,5,966189467
11,188,3,966189467
11,404,2,966189508
11,442,4,966189508
11,13,2,966189674
11,241,3,966189675
11,353,3,966189811
11,217,2,966189927
11,433,5,966190406
11,368,3,966190528
11,243,4,966190648
11,310,5,966190765
11,338,3,966190765
11,149,3,966190786
12,85,3,978039301
12,55,3,978039301
12,408,4,978039557
12,116,5,978039693
12,25,5,978039753
12,166,4,978039753
12,97,3,978039795
12,390,3,978039850
12,395,1,978039958
12,332,5,978040739
12,261,1,978040922
12,179,5,978041122
12,485,3,978041279
16,353,5,967587131
16,411,4,967587341
16,438,4,967587641
16,204,3,967587705
16,397,5,967587742
16,164,3,967587781
16,311,5,967587844
16,14,3,967587844
16,319,4,967587945
16,399,4,967588021
16,390,4,967588182
16,83,4,967588182
16,188,3,967588280
16,472,5,967588404
16,320,4,967588449
16,401,4,967588512
17,431,2,973304585
17,238,1,973304872
17,97,5,973304926
17,65,5,973304974
17,308,3,973305184
17,243,5,973305184
17,424,3,973305333
17,338,5,973305353
17,230,4,973305528
17,433,5,973305661
17,229,4,973305764
17,34,3,973305926
17,397,2,973305926
17,176,4,973306017
17,437,3,973306048
17,82,4,973306147
17,271,2,973306193
17,390,4,973306274
17,432,4,973306274
17,181,2,973306274
17,477,3,973306338
17,137,4,973306415
17,55,5,973306415
17,486,5,973481065
17,454,5,973481282
17,241,1,973481310
17,228,3,973481485
17,129,3,973481528
17,466,4,973481669
17,152,4,973481687
17,192,3,973481781
17,496,3,973481781
17,150,5,973482168
17,438,5,973482347
17,200,4,973482481
18,475,2,974739643
18,316,5,974739950
18,424,5,974739986
18,149,4,974739986
18,375,3,974740161
18,390,4,974740161
18,319,4,974740192
18,80,3,974740252
18,295,3,974740471
18,496,3,974740575
18,442,3,974740620
18,96,3,974740741
18,19,3,974740787
18,188,3,974740787
18,377,2,974741203
18,241,1,974741203
19,38,4,964304555
19,475,3,964304617
19,176,5,964304753
19,283,4,964304782
19,408,5,964304837
19,203,4,964304910
19,395,2,964304961
19,446,5,964305025
19,323,2,964305025
19,25,4,964305025
19,295,3,964305056
19,173,2,964305292
19,332,4,964305545
19,375,4,964305954
19,238,5,964306039
19,454,2,964306343
19,308,4,964307367
19,133,3,964325495
19,484,4,964325534
19,376,4,964325650
19,150,5,964325732
19,365,4,964325788
19,172,1,964325972
19,472,2,964326211
19,457,1,964326243
19,442,2,964326243
19,404,4,964326243
19,13,1,964326333
19,424,5,964326542
19,140,5,964326671
19,397,4,964326671
19,319,4,964326693
19,96,4,964326693
19,390,4,964326711
19,399,4,964326777
19,75,1,964327118
19,402,4,964327496
19,94,2,964327523
19,496,4,964327661
19,162,4,964328596
19,415,4,964328730
19,401,3,964328961
19,171,3,964328961
19,200,3,964328977
19,396,4,964329184
19,193,3,971849298
19,28,2,972348671
19,30,3,972348755
19,316,2,989974002
19,326,4,991535624
19,129,2,1043026833
20,87,5,976218820
20,135,5,976218990
20,150,3,976218990
20,177,4,976219028
20,287,5,976219028
20,313,5,976219028
20,482,4,976219240
20,365,5,976219440
20,61,5,976219497
20,445,4,976219536
20,26,3,976219573
20,14,5,976219573
20,361,4,976219629
20,446,3,976219668
20,472,3,976219934
20,408,4,976220182
20,203,5,976220207
20,353,5,976220315
20,480,5,976220315
20,161,4,976220315
20,97,5,976220372
20,332,4,976220372
20,295,4,976220405
20,370,2,976220485
20,132,4,976220547
20,155,4,976220547
20,273,5,976221133
20,48,5,976221212
20,498,5,976221231
20,3,5,976221697
20,42,4,976221827
20,434,5,976221853
20,413,5,976222030
20,402,4,976222068
20,380,3,976222274
20,47,3,976222378
20,181,4,976222556
20,379,4,976222784
20,45,4,976222807
20,72,2,976222807
20,439,5,976223112
20,262,4,976223366
20,171,4,976223393
20,175,3,976223468
20,197,4,976223757
20,142,4,976223896
20,484,4,976223940
20,473,4,976223940
21,438,5,959931004
21,308,3,959931078
21,295,1,959931130
21,494,5,959931209
21,316,5,959931255
21,390,3,959931418
21,475,1,959931507
21,149,5,959931545
21,424,4,959931572
21,496,2,959931709
21,188,1,959931793
21,320,3,959931861
21,442,3,959931861
21,325,5,959932508
21,43,5,959932557
21,329,4,959933086
21,487,3,959933805
21,127,3,959933924
21,379,3,959934123
21,338,2,959934682
21,36,5,959934704
21,238,3,959934704
21,265,5,959934810
21,34,2,959934945
21,150,5,959935398
21,332,2,959935514
21,214,5,959935595
21,205,4,959935620
21,141,3,959935650
21,82,2,959937286
21,250,5,959938819
21,499,3,959993223
23,485,3,974593609
23,408,4,974593953
23,365,5,974594040
23,326,4,974594040
23,402,4,974594425
23,14,4,974594425
23,390,4,974594457
23,166,4,974594457
23,437,5,974594457
23,25,3,974594823
24,295,2,957780862
24,437,5,957781049
24,424,4,957781124
24,290,4,957781124
24,326,3,957781189
24,25,5,957781276
24,97,3,957781306
24,166,3,957781336
24,38,3,957781361
24,30,4,957781590
24,438,5,957781610
24,160,5,957781610
24,246,4,957781642
24,479,5,957781642
24,223,4,957781709
24,282,4,957781759
24,177,5,957781803
24,396,5,957781920
24,179,5,957782054
24,149,4,957782081
24,422,3,957782081
24,316,4,957782147
24,287,4,957782164
24,164,4,957782209
24,450,4,957782237
24,165,3,957782273
24,205,3,957782421
24,48,4,957782453
24,125,5,957782481
24,273,4,957782527
24,18,5,957782681
24,82,3,957782967
24,85,4,957783018
24,485,3,957783176
24,194,4,957783196
24,271,3,957783223
24,454,3,957783254
24,62,3,957783550
24,390,3,957783630
24,332,4,957783630
24,155,4,957783655
24,446,2,957783655
24,313,5,957783704
24,356,4,957783728
24,127,4,957784121
24,238,4,957784121
24,228,5,957784380
24,243,4,957784693
24,305,3,957784950
24,315,4,957785003
24,133,4,957785758
24,462,4,957785815
24,473,4,957785856
24,14,3,957785986
25,295,3,957545834
25,83,3,957545957
25,353,3,957546016
25,408,5,957546072
25,38,5,957546134
25,365,3,957546134
25,402,3,957546232
25,96,5,957546232
25,390,4,957546252
25,418,2,957546719
26,396,4,965345198
26,179,4,965345261
26,150,4,965345556
26,365,4,965345700
26,188,3,965345811
26,442,2,965345861
26,295,3,965345903
26,466,3,965346325
26,85,3,965346378
26,402,3,965346411
26,79,3,965346840
26,408,3,965346892
29,243,5,976560582
29,61,5,976560716
29,49,5,976560760
29,450,5,976560840
29,205,5,976560896
29,315,5,976561038
29,271,4,976561070
29,168,5,976561099
29,127,5,976561720
29,185,4,976561891
29,402,1,976562166
29,174,5,976651827
29,352,5,976653613
29,472,1,976653846
29,475,2,976654151
29,481,1,976654424
29,66,1,976654527
29,157,1,976654585
29,150,4,976654703
29,21,1,976654787
29,396,5,976654961
29,149,4,979675262
29,466,4,979675532
29,237,4,979675780
29,415,2,980973794
29,332,2,980973997
29,114,1,980976481
29,135,5,997314302
31,28,4,974836795
31,295,2,974836844
31,185,2,974837181
31,43,4,974837445
31,316,4,974837566
31,101,4,974837663
31,224,3,975351790
31,30,4,975351964
31,70,4,975352441
31,308,5,975353059
31,214,4,975353175
31,150,5,975353265
31,16,4,975353311
31,424,4,975353574
31,243,5,975354147
31,462,4,975354355
31,36,2,975630767
31,98,5,975630978
31,438,4,975783255
31,375,3,976754966
31,390,4,976754999
31,121,3,976755103
31,304,4,976755103
31,353,2,976755150
31,319,5,976755150
31,80,1,976755236
31,96,4,976755271
31,442,4,976755356
31,411,3,976755474
31,241,2,976755531
32,408,2,974672949
32,203,5,974673654
32,166,2,974673891
32,270,4,974674326
32,129,4,974674326
32,171,3,974674766
32,380,5,974674873
32,466,3,974675113
32,316,3,974675113
32,82,3,974675139
32,7,4,974675139
32,424,4,974675419
32,397,4,974675450
32,433,4,974675450
32,353,3,974675580
32,390,3,974675612
32,140,4,974675696
32,241,2,974676145
32,338,3,974676298
32,473,4,974676525
32,36,2,974676525
32,396,2,974676677
32,179,5,974676708
32,14,5,974676970
32,395,4,974676994
32,94,3,974677033
32,440,5,974677285
32,139,3,974677316
32,38,3,974677425
32,25,3,974677482
32,295,2,974677597
32,475,1,974677818
32,114,3,974678190
32,205,3,974678956
32,185,2,974679019
32,437,4,974679433
32,3,2,974679601
32,85,4,974679812
32,365,5,974681267
32,438,3,975725194
32,204,2,975725338
32,65,4,976416601
32,308,3,979004878
32,16,4,980216032
32,228,3,982436983
32,448,3,983727841
32,415,4,988592012
32,223,4,994123113
36,401,4,974838844
36,220,1,974838844
36,365,4,974838898
36,295,5,974838965
36,182,5,974839846
36,26,5,974839927
36,442,5,974840411
36,404,5,974840411
36,491,3,974841868
36,473,5,974841939
36,402,5,974842207
36,85,4,974842241
36,380,2,974842358
36,417,4,974842689
36,379,2,974842770
36,302,5,974842890
36,387,5,974843132
36,72,1,974843444
36,155,3,974843538
36,354,5,974843590
37,257,4,974661660
37,433,4,974661660
37,373,3,975522606
37,478,4,975522689
37,129,5,975522792
37,359,3,975522844
37,395,3,975522949
37,316,5,975523004
37,83,3,975523034
37,311,4,975523034
37,260,4,975523059
37,243,4,975524313
37,338,4,975524313
37,214,4,975524447
37,43,4,975524585
37,466,4,975524677
37,454,5,975525083
37,408,5,976040099
37,18,5,976040099
37,270,4,978363875
37,424,4,996942508
37,399,4,996942634
37,228,3,999974041
38,378,2,974779951
38,438,4,974779996
38,29,4,974780222
38,176,4,974780369
38,367,4,974780369
38,484,4,974780369
38,283,4,974780434
38,407,3,974780592
38,162,4,974780592
38,376,3,974780994
38,150,5,974781486
38,365,4,974781596
38,26,4,974781710
38,482,4,974781834
38,295,3,974781984
38,323,3,974782099
38,145,3,974782201
38,472,2,974782314
38,88,2,974782366
38,188,2,974782563
38,404,2,974782835
38,13,1,974783436
38,241,1,974783480
40,404,2,966944717
40,311,3,966944762
40,487,4,966946412
40,242,4,966946500
40,135,5,966947211
40,438,4,966947451
40,170,4,966947575
40,11,4,966947616
40,150,4,966947646
40,408,5,966947847
40,164,4,966948061
40,228,4,970692634
40,129,4,973202824
40,266,1,973202898
40,231,3,980607908
40,424,4,998094876
40,466,4,998094916
40,386,2,998095210
40,270,4,1027632850
40,124,2,1027634271
40,418,3,1027634310
40,326,4,1027635586
40,380,3,1033784698
40,432,3,1041529360
40,274,4,1041529360
40,453,3,1041529453
41,240,4,965578596
41,408,5,965578981
41,203,2,965579091
41,14,5,965579116
41,375,5,965579116
41,395,3,965579148
41,319,4,965579203
41,326,5,965579227
41,353,5,965579280
41,402,2,965579280
41,166,4,965579280
41,390,4,965579315
41,475,4,965579349
41,25,3,965579488
41,96,4,965579517
41,399,5,965579543
41,19,2,965579606
41,332,5,965579739
41,442,5,965579762
41,320,4,965579762
41,377,4,965579819
41,409,5,965579852
41,404,5,965580279
41,140,4,965580279
41,45,2,965580335
41,496,2,965580353
41,387,4,965580438
41,268,3,965580525
41,379,5,965580546
41,276,1,965580722
41,411,2,965580762
41,9,3,965580957
41,476,4,965581052
41,241,4,965581271
41,302,3,965581471
41,424,5,965581542
42,10,4,976378334
42,223,4,976378357
42,48,4,976378826
42,18,4,976378826
42,133,4,976378904
42,485,4,976379061
42,473,2,976379100
42,140,3,976379100
42,36,4,976379275
42,265,5,976379294
42,34,5,976379313
42,155,3,976379440
43,129,1,965200433
43,475,4,965200458
43,150,4,965200565
43,365,4,965200599
43,137,3,965438324
43,96,3,965438341
43,316,5,965438579
43,408,5,965438579
43,424,5,965438763
43,14,3,965438816
43,38,5,965438816
43,390,4,965438858
43,319,4,965438878
43,402,4,965438900
43,25,5,965438942
43,472,4,965438956
43,418,4,965439139
43,88,5,965439181
43,496,4,965439242
43,353,5,965439242
43,155,4,965439270
43,19,3,965439363
44,365,5,975347230
44,408,4,975347247
44,424,4,975347527
44,38,4,975347717
44,375,4,975347786
44,295,4,975347805
44,166,5,975347830
44,446,4,975347998
44,390,4,975348036
44,155,4,975348165
44,442,2,975348276
44,321,4,975348340
47,456,4,969033517
47,295,5,969033517
47,482,3,969035450
47,162,4,969035681
47,424,5,969036048
47,38,4,969036083
47,466,4,969036187
47,205,4,969036280
47,408,5,969036356
47,338,4,969036446
47,98,5,969036520
47,133,5,969036821
47,380,5,969036976
47,64,4,969037052
47,480,4,969037121
47,384,3,969037152
47,365,5,969037412
47,88,4,969037463
47,404,3,969037878
47,279,2,969037933
47,415,1,969038347
47,128,5,969039078
47,48,5,969039204
47,36,4,969039469
47,454,5,969039635
47,34,4,969039715
47,265,4,969039715
47,155,4,969040116
47,441,5,969040449
47,132,5,969040550
47,433,5,969040813
47,204,5,969040922
47,390,5,969041028
47,284,4,1020012673
47,332,4,1020012770
47,440,4,1020012808
47,25,5,1020012928
47,315,5,1020013157
47,170,2,1020013269
47,366,3,1020013521
48,150,4,965872582
48,361,4,965872818
48,316,4,965872908
48,424,4,965872908
48,399,3,965873015
48,390,4,965873015
48,149,3,965873043
48,6,1,965873129
48,292,4,965873129
48,188,3,965873498
48,88,3,965873520
48,457,3,965873550
48,433,4,965873614
48,397,3,965873682
49,375,4,975877585
49,150,5,975877740
49,182,5,975877982
49,14,1,975877982
49,351,3,975877982
49,365,5,975877982
49,482,1,975878025
49,446,2,975878073
49,161,5,975878148
49,323,5,975878195
49,445,3,975878195
49,361,2,975878195
49,295,1,975878249
49,88,5,975878249
49,172,1,975878295
49,436,3,975878295
49,442,3,975878425
49,188,5,975878425
49,418,3,975878425
49,286,1,975878465
49,260,5,975878509
50,409,5,971553692
50,433,3,971553728
50,238,4,971553728
50,48,4,971553897
50,283,3,971553897
50,133,5,971553926
50,365,5,971554092
50,408,5,971554092
50,38,5,971554198
50,203,4,971554296
50,166,4,971554296
50,25,3,971554328
50,422,4,971554328
50,161,4,971554328
51,25,4,967431322
51,97,4,967431628
51,19,2,967431959
51,411,2,967432133
51,267,1,967432179
51,76,2,967432222
51,140,2,967432222
51,402,4,967432597
51,145,4,967432742
51,161,4,967432809
51,165,2,967432971
51,150,4,967433140
51,453,2,967433919
51,323,3,967433919
51,171,4,967434065
51,380,3,967434139
51,170,3,967434173
51,38,3,967434251
51,496,4,967434570
51,203,3,967434748
51,72,2,967434823
51,182,2,967435009
51,66,2,967435009
51,408,5,967435302
51,166,4,967435515
51,3,4,967435589
51,473,3,967435755
51,365,5,967435807
51,88,4,967435807
51,383,4,967436093
51,456,4,967436111
51,235,4,967436244
51,415,3,980112844
51,412,1,980112937
51,423,3,980113021
51,188,4,980113079
51,186,1,980113333
51,386,2,980113333
51,200,1,980113333
51,486,4,980113528
51,241,3,980113599
51,396,4,980113674
51,179,3,980113674
51,302,2,980113916
51,295,5,980114314
51,404,2,980114504
51,457,1,980114744
51,279,1,980114828
51,13,1,980114952
51,424,3,980115073
51,438,1,980115096
51,433,4,980115096
51,375,4,980115494
51,96,4,980115801
51,399,4,980115862
51,75,1,980116109
51,133,4,980116289
51,338,2,980116326
51,283,3,980116326
51,210,1,980117008
51,135,4,980117058
51,313,5,980117058
51,387,5,980117136
51,176,4,980117294
51,64,4,980117351
51,108,5,980117351
51,274,5,980117402
51,480,4,980117402
51,132,3,980117631
51,125,5,980118118
51,223,3,980118166
51,303,3,980118289
51,450,3,980118413
51,149,2,980118486
51,237,2,980118747
51,440,3,980118804
51,312,5,980118804
51,55,4,980118995
51,315,4,980119150
51,154,3,980119166
51,94,3,980119410
51,466,3,980126236
51,85,3,980126507
51,367,3,980126941
51,162,3,980127020
51,114,4,980127093
51,417,4,980127148
51,332,4,980127148
51,333,1,980127411
51,435,4,980128397
51,269,5,980129074
51,379,3,980129564
51,270,4,980130775
51,395,3,980130818
55,473,3,965330989
55,408,5,965331201
55,48,5,965331397
55,380,4,965332056
55,220,4,965332436
55,85,4,965332689
55,150,5,965332854
55,14,5,965332984
55,404,4,965333225
55,313,5,965333340
55,287,4,965333371
55,329,5,965333606
55,214,5,965333743
55,131,5,965333934
55,243,5,965333992
56,433,4,962685369
56,308,4,962685369
56,295,4,962685385
56,424,5,962685500
56,390,5,962685571
56,399,2,962685607
56,408,4,962685940
56,365,5,962686002
56,150,4,962686002
56,450,4,962686064
56,326,5,962686064
56,203,3,962686225
56,402,4,962686388
56,166,4,962686443
56,110,3,962686485
56,25,5,962686648
56,97,3,962686648
56,438,3,962686807
56,446,3,962686807
56,179,4,962686807
56,204,5,962686847
56,415,5,962686847
56,440,4,962686847
56,170,3,962686880
56,14,4,962686951
56,380,3,962686951
56,480,3,962687246
57,326,4,974683580
57,203,4,974683580
57,164,4,974683580
57,243,3,974683836
57,438,4,974684461
57,160,4,974684528
57,150,4,974684744
57,205,5,974684845
57,308,4,974684968
57,191,2,974684999
57,408,4,974685333
57,170,3,974685392
57,450,4,974685500
57,367,4,974685657
57,133,4,974685657
57,338,4,974685968
57,38,5,974686344
57,433,4,974686637
57,448,2,974686795
57,454,3,974769500
57,437,4,974769848
57,365,4,974769930
57,375,3,974769930
57,25,4,974769959
57,319,4,974770074
57,88,2,974770178
57,353,4,974770178
57,395,2,974770325
57,121,4,974770354
57,241,2,974770772
57,377,2,974770865
58,408,3,965348000
58,326,4,965348079
58,149,3,965348079
58,424,5,965348079
58,365,4,965348299
58,390,4,965348400
58,166,4,965348400
58,25,4,965348400
58,14,3,965348438
58,402,4,965348498
58,399,3,965348563
58,353,3,965348563
58,295,4,965348662
58,94,3,965348718
58,472,1,965348897
58,155,3,965349008
58,442,3,965349046
58,19,3,965349188
58,386,3,965349247
58,411,2,965349279
58,361,2,965349519
58,433,5,965349718
58,5,4,965350814
58,3,2,965350904
58,473,3,965350992
58,161,1,965351149
58,47,3,965351210
58,379,2,965351378
58,140,5,965351378
58,463,2,965351408
58,467,3,965351499
58,321,3,965351526
58,181,3,965351596
58,85,3,965351639
58,404,1,965351778
58,387,3,965351821
58,171,2,965351931
58,175,3,965351987
58,72,3,965352019
58,37,3,965352052
58,267,2,965352123
58,360,2,965352209
58,197,2,965352381
58,384,1,965352436
58,367,3,965352661
58,176,5,965352718
58,484,5,965352718
58,162,3,965352743
58,454,5,965352914
58,179,5,965353022
58,396,5,965353041
58,271,2,965353157
58,150,5,965353243
58,188,3,965353413
58,323,3,965353434
58,145,5,965353487
58,201,2,965353544
58,279,1,965353618
58,223,4,965353836
58,257,3,965353924
58,450,3,965353959
58,205,3,965353994
58,243,5,965354164
58,36,3,965354316
58,174,3,965354580
58,338,5,965354627
58,265,3,965354664
58,352,3,965354721
58,466,5,965354805
58,237,3,965354934
58,141,3,965354982
58,225,3,965355136
58,154,2,965355311
58,55,4,965355391
58,34,3,965355408
58,453,3,965355850
58,74,4,965355944
58,84,3,965356562
58,488,4,965356951
58,320,2,965357054
58,439,1,965357087
58,38,3,965357417
58,332,3,965357521
58,409,3,965357582
58,132,2,965357582
58,118,3,965358224
60,380,4,962678871
60,96,4,962678895
60,295,5,962678895
60,324,3,962679131
60,238,4,962679461
60,228,4,962679804
60,30,5,962679976
60,316,5,962680236
60,86,2,962682348
60,408,5,962682412
60,456,4,962682460
60,150,3,962682479
60,494,5,962686917
60,450,4,962687016
60,161,4,962687121
60,3,3,962687218
60,288,4,962687236
60,241,1,962687459
61,434,3,973632714
61,415,4,973632747
61,397,4,973632849
61,353,4,973632936
61,170,5,973633424
61,378,4,973633480
61,66,3,973633480
61,396,4,973634565
61,436,3,973635133
61,200,3,973635161
61,401,3,973635465
61,171,3,973635527
61,217,3,973635572
61,386,3,973635594
62,94,3,961095275
62,228,5,961095359
62,475,1,961095359
62,124,5,961095402
62,308,5,961095534
62,269,4,961095563
62,295,1,961095630
62,30,4,961095729
62,283,4,961095758
62,235,4,961095820
62,176,4,961095850
62,367,3,961095850
62,407,3,961095850
62,484,4,961095850
62,162,4,961095881
62,376,1,961095903
62,195,1,961165084
62,446,3,961165084
62,408,4,961165312
62,18,4,961165341
62,166,4,961165901
62,473,4,961166139
62,288,2,961167015
62,497,3,961167082
62,140,2,961167102
62,380,4,961167129
62,85,2,961167226
62,491,2,961167299
62,379,3,961167383
62,417,1,961167420
62,155,3,961167675
62,467,4,961167852
62,262,3,961168181
62,118,2,961168293
63,223,5,959132931
63,22,3,959133464
63,79,4,959133601
63,17,4,959133601
63,440,3,959134177
63,395,4,959134639
63,386,1,959134683
63,380,3,959134878
63,408,5,959970641
63,396,5,959970812
64,453,3,974776170
64,495,4,974776228
64,429,4,974950602
64,228,4,974951431
64,129,4,974951455
64,316,4,974951653
64,281,4,974951909
64,127,4,974951909
64,238,4,974951909
64,456,4,974953167
64,223,4,974953167
64,396,4,974953197
64,191,4,974953330
64,450,3,974953374
64,466,3,974953442
64,243,3,974953465
64,179,5,974953729
64,139,4,974953835
65,188,3,975343477
65,457,2,975343507
65,88,2,975343811
65,472,3,975343852
65,442,3,975343852
65,129,4,975344530
65,418,3,975344530
65,454,3,975344564
65,279,3,975344605
65,52,4,975344670
65,170,5,975345141
65,415,4,975345141
65,386,4,975345162
68,150,4,967837431
68,429,4,967837591
68,135,5,967837776
68,396,3,967838092
68,408,4,967838225
68,228,3,967838485
68,475,2,967838598
68,424,4,967853321
68,375,3,967853404
68,149,3,967853440
68,353,2,967853525
68,390,3,967853525
68,295,4,967853559
68,96,3,967853591
68,121,2,967853711
68,399,2,967853835
68,188,3,967853880
68,452,2,967853920
68,496,2,967853920
68,320,2,967854284
68,411,2,967854350
68,377,1,967854453
68,241,2,967854598
68,132,3,967854825
68,176,3,967854918
68,332,3,967855179
68,5,3,967855581
68,269,3,967855730
68,491,2,967855833
68,379,3,967855921
68,140,2,967855947
68,85,2,967855988
68,258,2,967856098
68,463,1,967856135
68,302,2,967856165
68,38,4,967961863
68,466,3,967961944
68,82,3,967962009
68,192,4,967962072
68,187,2,967962190
68,243,3,967962593
68,242,3,967962952
68,352,3,967962988
68,315,3,967963041
68,55,3,967963517
68,137,2,967963635
68,34,2,967963842
68,284,2,967963990
68,499,3,967964021
68,397,3,968041106
68,238,4,968041403
68,404,2,968042399
68,457,1,968042399
68,76,1,968042740
68,201,3,968042985
68,326,4,968043550
68,365,3,968043550
68,25,2,968043606
68,402,3,968043606
68,155,2,968043695
68,439,1,968043799
68,161,3,968095920
68,383,2,968096349
68,3,3,968096392
68,473,3,968096416
68,47,2,968096464
68,171,3,968096619
68,72,3,968096619
68,175,1,968096656
68,360,1,968096741
68,164,3,968096865
68,214,2,968096865
68,456,3,968097021
68,450,4,968097061
68,174,3,968097155
68,74,3,968097455
73,96,3,963527654
73,295,2,963527694
73,243,5,963534851
73,18,5,963534982
73,466,5,963535082
73,338,3,963535098
73,273,5,963535381
73,367,4,963535481
73,125,5,963670503
73,10,4,963670557
73,191,4,963671157
73,352,4,963671157
73,48,5,963671483
73,55,5,963671670
73,326,4,963672172
73,283,5,963672237
73,372,4,963672412
73,140,5,963672412
73,365,1,963672484
73,380,4,963672641
73,271,5,963672679
73,473,3,963672712
73,390,2,963672804
73,301,1,963672870
73,353,4,963673027
73,76,4,963673027
73,284,4,963673062
73,72,4,963673168
78,210,1,962583885
78,313,5,962587440
78,396,4,962587526
78,150,5,962588108
78,365,3,962588165
78,351,3,962588314
78,482,4,962588314
78,14,3,962588405
78,446,1,962588583
78,295,3,962588654
78,145,3,962588682
78,472,4,962588750
78,442,3,962588750
79,308,4,962511522
79,433,1,962511522
79,306,3,962511591
79,295,1,962511591
79,362,4,962511622
79,137,1,962511622
79,28,2,962511685
79,65,1,962511685
79,269,1,962511685
79,96,1,962511724
79,6,1,962511756
79,129,3,962511861
79,124,3,962511889
79,475,2,962511925
79,101,1,962512069
79,185,3,962512134
79,250,3,962512151
79,470,4,962512180
79,282,3,962512267
79,164,4,962512357
79,48,2,962512481
79,351,1,962512567
79,273,1,962512603
79,238,3,962512674
79,140,3,962512674
79,304,2,962512709
79,469,3,962512710
79,311,3,962512779
79,375,1,962512779
79,50,1,962512877
79,399,1,962512877
79,76,1,962512915
79,172,2,962512952
79,68,1,962512952
79,260,2,962512980
79,201,1,962512980
79,442,1,962513012
79,322,1,962513044
79,472,1,962513116
79,83,3,962513183
79,177,3,962513246
79,429,4,962513267
79,207,2,962513268
79,165,2,962513268
79,54,1,962513287
79,214,3,962513287
79,316,4,962513339
82,365,4,966444494
82,176,5,966444494
82,433,5,966444558
82,488,5,966444697
82,129,4,966444753
82,475,5,966444766
82,43,5,966444962
82,219,4,966444980
82,7,5,966445013
82,243,5,966445013
83,408,3,962520215
83,365,3,962520328
83,456,4,962520373
83,73,3,962520419
83,473,4,962520575
83,124,4,962520619
83,129,2,962520619
83,228,4,962520642
83,418,2,962520664
83,270,3,962520664
83,114,1,962520710
83,475,2,962520710
83,221,1,962520914
83,30,5,962520980
83,256,2,962521434
83,316,5,962521454
83,160,4,963797184
83,282,5,963797254
83,134,3,963797633
83,118,2,963797758
83,325,4,963797842
83,243,2,963798139
84,295,4,974764758
84,243,4,974765717
84,315,5,974765717
84,150,5,974767498
84,365,5,974767689
84,145,4,974767832
84,161,2,974768147
84,88,3,974768394
84,188,2,974768556
84,472,2,974768861
84,442,1,974768861
84,467,1,974769207
84,30,5,974769291
84,283,4,974769357
84,62,5,974769504
84,10,5,974780397
84,133,5,974780526
84,332,4,974780700
84,132,2,974780700
84,326,4,974780940
84,408,5,974780940
84,38,4,974781094
84,166,3,974781094
84,203,4,974781134
84,270,4,974781230
84,402,4,974781230
